Bayern 3,http://streams.br.de/bayern3_2.m3u,,https://upload.wikimedia.org/wikipedia/commons/d/de/Bayern3_logo_2015.svg
City93 Κώς,http://radio.city93.gr:9996/,,https://cdn.e-radio.gr/logos/gr/500/city93.png
Παλμός Κεφαλλονιάς 98.3,http://ice.streamcloud.mediacdn.com/palmos983,,https://dbs.radioline.fr/pictures/radio_8cd76b6f1dfa4562293702959f5456a6/logo200.jpg?size=600
Ράδιο Θεσσαλονίκη 94.5,http://eu7.fastcast4u.com:6156/stream?type=http&nocache=136596,,https://cdn.e-radio.gr/logos/gr/500/rthess.png
Sfera 102.2,http://sfera.live24.gr/sfera4132,,https://static.app.sfera.gr/radios/60bf37c3ce91af21130f6f94/logo-sfera_500x500-1653653313273.png

